Check SMILES for genmols_S1_init.csv:

RNN_0000260, CCOCC(=O)NC(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0016757, CNC(CC(C)(C)CO)(CO)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0016792, CN1CCCC2=CC(O)CC2C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0016842, COCCn1c(N)nc2ccccc21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0016884, CC(CCC(N)=O)NCC(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0016916, COc1cc(CC=C(C)C)ccc1O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0016977, O=C(NC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1cnc2c(F)cccc2c1O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0016989, CNC1CCCc2ccc(F)cc2O1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0017163, COCc1cn(C)cc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0017169, Cc1cc(CC(NC(=O)N2CC(O)C2)C(O)Cc2ccc(OC(F)(F)F)cc2)ccc1CCc1ccc2cnc(Nc3ccc(-c4cnn(C)c4)cc3OC(C)(C)C)n2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0017176, CCC=CCC(O)C(C)(C)OC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0017312, Fc1cccc(C=NC2CC2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0017647, COCc1ccc(C(C)=O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0017751, COc1cc(C(=C(C)c2ccccc2)c2nc3ccc(-c4ccc(CC(N)CO)cc4)cc3[nH]2)c(OC)cc1Nc1nc(Cl)cn2c(=O)n(CC(O)C(C)(C)C)nc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0017851, Cn1cc(C(=O)NCCO)ccc1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0017861, O=CN1CCC2(CCOC2)CC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0017943, c1ccc(Cc2n[nH]c(O)n2)c(O)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0017976, CC(C(=O)NC1CCC1)C1CCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0018006, CNc1ncccc1C(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0018042, NCCC1CNc2ccccc2CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0018071, Nc1nccc2cnccc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0018089, O=CNCCc1ccc(F)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0018152, N#Cc1ccccn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0018254, CC(C)C(N)C(=O)NC1CCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0018284, COc1cc(C(=O)N=C(N)N)cn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0018333, NC(=O)C1CNCC(O)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0018360, CNCC(OC)c1cccc(OC)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0018693, COCC(=O)NC(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0018805, CON=C(C)C(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0018884, Nc1nc2ccccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0018963, CC(C(=O)NCc1cc(C(F)(F)F)ccc1Nc1nc(C(F)(F)F)cn1C)C1CC(CC(=O)NC2CC(C)(C)N2C(=O)C(N)Cc2ccc(F)cc2)c2cccc(C(=O)NCC(F)(F)F)c21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0018996, OCC(C(=O)NO)N1CCC(F)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0019043, COc1cc2c(cc1Nc1nc3c(-c4ccc(F)cc4)ccc(CC(C)(C)O)c3s1)CCn1c-2cc2cnc3c(NCCC(C)(C)O)nc(NC4CCCC4)nc3c21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0019054, C=C(CO)CC(O)(CO)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0019082, Cc1cc(-c2cnn3c(NCC4CCOCC4)cc(NC4CCCCC4O)nc23)ccc1Cc1cc(NCCC(F)(F)F)c2ncc(-c3ccc(C(=O)NC4CC4)cc3)n2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0019202, CC(C(=O)NO)N1CCOCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0019271, O=Cc1nccc2c1[nH]c1ccccc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0019350, COC1C(F)CNC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0019438, CC(=O)NC1CCNCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0019515, N#CCc1nccc2ccccc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0019667, CC(=O)NCC(c1ccco1)N(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0019677, Cc1cc(NC(=O)c2ccc(Nc3nc(Nc4ccc(N5CCC(O)(CN6CCN(C)CC6)CC5)cc4OC)nc4[nH]ccc34)cc2)cnc1Nc1ncc2cc(C)nc(N)c2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0019684, CCCCCCC(C)(C)c1cc(NC2=CC(O)=C(C(=O)C(O)C(O)C(O)C(O)C(O)C(O)CO)C2)ccc1NC(=O)c1ccc2[nH]nc(-c3ccc(OCC4(O)CC4)cc3)c2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0019706, CC(C)=NN1CC(O)C(O)C1CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0019799, CCc1ccc(C(O)CN)cc1OC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0020065, NC(CC(=O)N1CC(O)CC1C(=O)NCc1ccc(F)cc1)Cc1cccc(CC(CO)Nc2nc3ccc(-c4ccc(C(=O)NCc5ccc(F)cc5)cc4)cn3n2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0020123, O=C(NC12CCC(O)C1O2)C1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0020220, CCc1cccc(C)c1NC(=O)c1cc(-c2nc(Nc3ccc(N4CCN(C)CC4)cn3)ncc2F)ccc1Cc1cc2cc(-c3cnn(CC(O)C(F)(F)F)c3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0020337, N#Cc1cccc(Cc2ccccc2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0020435, CCNC1COC(OC)C1OC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0020495, COc1cc(-c2cnc(C)n2CC2CCC2)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cc1C(O)c1cc2cc(-c3ccc(C(=O)NC4CC4)cc3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0020550, N=C(N)NN=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0020597, C=CCC(C)CN, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0020636, c1ccc2c(c1)OCCS2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0020737, C=C(C)CNc1ncnc2[nH]cnc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021024, CC(C)CNc1nccc2[nH]ncc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021030, O=C1NCC(CO)(CO)CO1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021083, NCCCN1CCOCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021086, CN(C)CCNc1nc(Cl)c[nH]1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021140, Cn1ccc(C2=CCNCC2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021216, CNC(=O)C1CC2CC3CCC(C1)N23, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021243, COc1ccc(F)cc1C(O)CN, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021268, CCn1cc(-c2cccc(F)c2)nn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021278, COc1cc(N2CCC(Oc3ccc(-c4nc(NC(C)C)ncc4C)cc3)CC2)cnc1Nc1cc2cc(-c3ccc(NC(=O)Cc4ccc(F)cc4)cc3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021335, CCN=C(S)OC(C)(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021437, COc1cc(C(=O)c2cc(Br)cc(I)c2N2CCN(C)CC2)ccc1Nc1ncc2ccccc2c1Nc1ccc(C(=O)NCCF)cc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021567, CSCC(N)C(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021584, C=Cc1ccc(CC(C)(C)N)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021627, COc1cc(C(=O)N2CC(OC)C2)ccc1Nc1cc2cc(-c3ccc(NC(=O)C(C)c4ccc(F)cc4)cc3)cn2c(-c2ccc(C(=O)NC(C)(C)C)cc2)c1Oc1ccc(F)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021628, CN(C)CCN, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021651, Cn1cc(-c2ccn3nccc3c2)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021724, CC(C)c1ccc(C(N)=O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021870, COc1cc(C(C)(C)O)ncn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0021874, CN1CCCC2(CCCO2)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0022132, O=C(N1CCN(c2ccc(N3CC4CCCC4C3)cc2Cl)CC1)c1ccc(-c2ccc3nc(Nc4ccc(C(=O)NCC(F)(F)F)cc4OCCO)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0022155, C=CCN(C)C(C)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0022177, N#Cc1cncc(-c2ccccc2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0022266, CNC1CC1c1cc(F)ccc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0022283, C=Cc1ccc(OC(C)=O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0022313, CNC1CCCc2ccccc21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0022435, CC(=O)NCCS(N)(=O)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0022503, CNCCC1CNc2ccccc2O1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0022722, COCCCNc1ncccc1C#N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0022835, Cn1c(CO)cnc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0022927, CCN(CC)C(=O)c1ccc(-c2cnn(Cc3ccc(NC(=O)C(C)(C)C)cc3)c2)cc1Nc1nc(-c2ccccn2)cn2c(-c3ccc(C(=O)NC4CC4)c(F)c3)cnc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0023048, COCCCNS(C)(=O)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0023073, CC(C)C(NS(=O)(=O)c1ccc(Nc2nc3ccc(-c4ccc(C(=O)NCc5ccc(F)cc5)cc4)cn3n2)c(OCC(F)(F)F)c1)C(=O)OCc1cccc(F)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0023080, C#CCN(C)C(C)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0023150, Nc1ccc2cncn2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0023256, CCc1ccc(CC(N)=O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0023260, CCc1cccc(C(=O)NC2CC2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0023319, Cc1cccc(CC(O)C(C)(C)O)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0023484, Cn1cccn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0023548, CCCNC1CCS(=O)(=O)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0023648, CC1(C)CC(O)CC(C)(C)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0023667, C=CCCCCC#CCCO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0023758, Cn1ncc2c1CCC(C(N)=O)C2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0023912, Cc1ccc2[nH]c3c(c2c1)CC(=C)CC3, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0023932, COc1cc(C2Oc3c(OC)cc(C(C)=O)cc3C(O)c3ccc(C(=O)NC4CC4)c([S+]([O-])c4ccc(F)cc4)c32)ccc1Cc1cc2cc(-c3ccc(C(=O)NC4CC4)cc3)cnc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0023978, O=CN(CCO)CCO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0023994, CCn1cc(S(N)(=O)=O)cc1C#N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0024028, COc1cc(N2CCC(C(=O)N3CCC(N4CCOCC4)CC3)CC2)ccc1Nc1nc(NC23CC4CC(CC(C4)C2)C3)cn2c(-c3ccc(C(=O)NC4CC4)cc3)cnc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0024057, CCC(c1nccn1C)N(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0024311, CCn1c(CN(C)C)cnc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0024400, CCc1cccc(CCCC)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0024439, COc1cc(S(=O)(=O)N2CCN(C)CC2)ccc1Nc1nc(NC2CCCCC2)n2c(-c3ccc(C(=O)NC4CC4)cc3)cnc2c1Nc1ccc(F)cc1Cl, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0024490, C=C(c1cc(Nc2cnnn2C)ccc1Nc1nc(Cl)ccc1C#N)c1ccc(Nc2cc3cc(-c4cnn(CC(C)(C)O)c4)ccc3cn2)c(OCC(F)(F)F)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0024685, COc1cc(CNCCC(O)COc2ccc(-c3cn4c(-c5ccc(F)cc5)cnc4c(OC)c3)cc2)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0024711, c1coc(-c2ccn3nccc3c2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0024715, ClCCc1ccccc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0024852, CCOCCC(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0024885, O=C(NCc1ccc(F)cc1)C1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0024952, COC1COC2(CCN(C)CC2)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0025029, O=C1NCCS1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0025040, CCCCc1ccc(C(N)=O)cc1O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0025064, N#Cc1c(N2CCOCC2)cnn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0025423, Sc1nnc2nncn2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0025429, CCOC(C)C(N)(CO)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0025549, CNCCN1CCOCC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0025670, CC(S)C(=O)NC1CCOC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0025891, COC1CC2(CC2)CS1(=O)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0025944, COc1c(-c2cc(-c3cc(C(C)=O)ccc3F)nc3ccc(OCC(F)(F)F)cc23)cccc1Nc1nc2ccc(-c3ccc(NC(=O)C(C)c4ccc(F)cc4)cc3)cn2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0026143, O=c1ccn(CCO)c(=O)[nH]1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0026169, COc1cc(C(=O)N2CCN(C)CC2)ccc1Nc1cc2cc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2c(-c2ccc(C#N)c(F)c2)c1-c1ccc(F)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0026171, O=NNC1=COCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0026242, CN1C(O)=C(C(N)=O)c2ccccc21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0026271, CCCNC(S)=Nc1ccccn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0026317, CC(CCC(F)(F)F)C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0026318, COCC(CC(C)C)C(=O)O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0026352, CN1C(N)=NCC1(C)C#N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0026423, COc1nc(-c2ncnn2C)cn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0026532, COC1CC(O)(CO)SC1O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0026589, CC(C)CNc1ccccc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0026686, CCc1cccc(CC)c1N1CCn2cc(-c3nc(Nc4ccc(N5CCC(C(=O)N(C)CCN(C)CCF)CC5)cc4)nc4ccc(NC(c5ccccc5)C5CC5)nc34)cc2C1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0026711, CC(c1ccc(C(=O)NCCCC(=O)NCCC(F)(F)F)cc1)c1ccc(-c2ccc3nc(Nc4ccc(C(=O)N5CCCC5)cc4OCC(F)(F)F)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0026750, CCN(C)C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0026870, COC(=O)CCNC(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0026902, CCCCS(N)(=O)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0027200, N#Cc1ccc2[nH]ccc2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0027212, CCNCCNC(=O)c1cc(C)[nH]n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0027222, NCCNS(=O)(=O)[O-], Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0027230, CCN1CCN(CC2CCCO2)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0027247, COCC(CO)(CO)NC(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0027312, CC(C)C1=NC2CNCC21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0027324, Cc1cc(Nc2nccn2C)nn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0027443, C=CCn1cc(-c2ccccc2)c(N)n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0027473, c1n[nH]c(-c2ccc3c(c2)OCO3)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0027539, COc1cc(C(=O)N(CCCO)CCO)ccc1Nc1cc2nc(-c3ccc(C(=O)NC(C)c4ccc(F)cc4)cc3)cn2c(-c2ccc(C(=O)NC(C)(C)CO)cc2)c1CC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0027769, OC1COC2(CCCOC2)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0027812, CC(C)(C)NC(=O)c1cn(C)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0028014, CC(N)(CO)c1nccn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0028143, CCC(=O)N1CCCC1C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0028461, C=CCN(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0028482, CC(=O)OC12COCC1CN(C)C2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0028561, CN1C(=O)C(C)(C)CCC1(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0028625, CCOCCc1ccc(CO)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0028697, NCCc1ccc(S(C)(=O)=O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0028912, COC1CCC(O)(CO)C(O)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0029031, N#Cc1ccc2cn[nH]c2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0029072, CCC(N)C(=O)NC(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0029126, O=C(NC1CC1)c1ccc(-c2cnc3c(NCCCCN(CC(F)F)CCCNC(=O)C4c5ccccc5OCC(F)(F)F)nc(-c5ccccc5)cc4cn23)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0029199, CN(C)N=C(S)C(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0029207, NC(Cc1ccc(F)cc1)C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0029247, O=CC(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0029265, Cc1cc(-c2cnn3c(NCC4CC(C)(O)C4)cc(NC4CCCC4)nc23)ccc1Nc1cc2cc(-c3ccc(NC(=O)C(N)c4ccc(F)cc4)cc3)cnc2c(NCC(C)C)n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0029332, CC(C)CNc1nc(C)ccc1C#N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0029401, COC1CC(=O)N(CCOC#N)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0029472, NC(N)=NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0029534, CCn1cc(-c2cccc(C)c2)nn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0029539, O=C(NCC1C2CCC1C1)C2O1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
